PMTC_Wiki__7831977_bn___01846574n.html_104	92424	"play-11 ~ :ARG0 ~ ""Ekatarina_Velika"" | play-11 ~ :ARG1 ~ thing | play-11 ~ :time ~ return-01"	Upon his return, on 24 August 1994, Ekatarina Velika played what would turn out to be their last show at the Pjesma Mediterana festival in Budva, as the next day Mladenović was held in a hospital, and was diagnosed with pancreatic cancer.
Meetups__17268_bn___00968018n.html_124	141803	play-11 ~ :ARG1 ~ this | play-11 ~ :duration ~ about | play-11 ~ :location ~ and | play-11 ~ :time ~ and	This was intended to be played for about five hours in the foyers and grounds of the Beethovenhalle auditorium complex in Bonn, before, after, and during a group of (in part simultaneous) concerts of his music in the auditoriums of the facility.
PMTC_Wiki__2008270_bn___01282797n.html_6	83370	play-11 ~ :ARG0 ~ band | play-11 ~ :ARG1 ~ show | play-11 ~ :location ~ venue | play-11 ~ :time ~ date-entity	The band played an impromptu show at a small Sydney venue on 4 November 1989, which prompted a rebuke from the local musician's union before taking a rest while David Bowie conducted his solo Sound+Vision Tour and filmed The Linguini Incident.
PMTC_Wiki__16100133_bn___00850307n.html_7	89498	"play-11 ~ :ARG0 ~ ""Donald_Byrd"" | play-11 ~ :ARG1 ~ jazz"	Since his move to the US, Diabaté has performed with several musicians from the country, including jazz players Randy Weston, Guy Davis, and Donald Byrd, as well as with a griot ensemble composed of musicians from Mali and the United States.
PMTC_Wiki__3665940_bn___03027231n.html_3	81235	"play-11 ~ :ARG0 ~ ""Shed_Seven"" | play-11 ~ :location ~ venue"	"Formed in 1990, Shed Seven quickly gained a reputation for their live performances, having been banned from playing in a number of local music venues in their hometown of York, due to the ""violent"" nature of attendees at their gigs."
PMTC_Wiki__7517806_bn___03623404n.html_3	67334	play-11 ~ :accompanier ~ band | play-11 ~ :time ~ tour	The main line-up has been slightly changed since previous studio albums (Lemuria and Sirius B): Petter Karlsson returned to play drums, having already played with the band during Lemuria / Sirius B tour during the period of 2004–2006.
PMTC_Wiki__39471780_bn___14345187n.html_58	79607	play-11 ~ :ARG0 ~ band | play-11 ~ :location ~ and	The band toured the country 3 more times during 2013, playing at Bonnaroo, Lollapalooza, Bunberry Festival, Summerfest, Center of the Universe, Hangout Festival, Bumbershoot, Loufest, Cultivate Chicago, Taste of Chicago Festival, Music Midtown Atlanta and Austin City Limits.
PMTC_Wiki__7071533_bn___03569719n.html_4	91618	play-11 ~ :ARG0 ~ and | play-11 ~ :ARG1 ~ track | play-11 ~ :mod ~ together	"Gouldman and Stewart played and produced together only one new track – an acoustic reworking of their 1975 hit, ""I'm Not in Love"", one of only three songs on the album that bore a Stewart-Gouldman joint songwriting credit."
Meetups__17268_bn___00968018n.html_306	141980	play-11 ~ :ARG0 ~ group | play-11 ~ :location ~ location	As reported in the German magazine Der Spiegel, the première (and only performance to date) on 15 November 1969 of Stockhausen's work Fresco for four orchestral groups (playing in four different locations) was the scene of a scandal.
PMTC_Wiki__19484078_bn___01219208n.html_7	65706	play-11 ~ :ARG0 ~ band | play-11 ~ :ARG1 ~ gig	In May 1956, a four-piece band was formed to play a four-night-a-week gig, that included Holler on piano, Clanton on lead guitar, Mike Bankston on drums, and Ed Winston on tenor sax with occasional bassist Leonard Root.
PMTC_Wiki__317555_bn___02531438n.html_166	83699	play-11 ~ :ARG0 ~ band | play-11 ~ :ARG1 ~ concert | play-11 ~ :location ~ and	White had one full rehearsal with the band prior to the tour's start on 30 July 1972 which saw the band play a total of 95 concerts in the United States, Canada, United Kingdom, Japan and Australia.
PMTC_Wiki__1182969_bn___00318978n.html_12	67263	play-11 ~ :ARG0 ~ they | play-11 ~ :time ~ concert	They played at concerts especially in summertime in Tórshavn and other places in the Faroe Islands when they were home on holidays, i.e. at the Ólavsøka Concert which was popular then, before the musical festivals started.
DwightSJournalOfMusic__1873-016.txt_73	97483	play-11 ~ :ARG1 ~ part | play-11 ~ :manner ~ fast-02	the orchestra had not attained to anything more than a mechanical execution of the orchestra, each playing his part for himself, without feeling all the other parts; and chiefly because it was played altogether too fast.
PMTC_Wiki__2927918_bn___02290268n.html_9	67470	"play-11 ~ :ARG0 ~ ""May_Singhi_Breen"" | play-11 ~ :ARG2 ~ ukulele"	A relationship developed, and Singhi Breen left the group to join DeRose in a musical radio show on NBC called The Sweethearts of the Air in which he played piano and Singhi Breen played ukulele.
PMTC_Wiki__12563141_bn___00423806n.html_89	69855	play-11 ~ :ARG0 ~ band | play-11 ~ :time ~ current	Other ska bands currently playing include Shanty Town, Ska Vendors, the Melbourne Ska Orchestra, Menage a ska, Johnny Longshot, Judge Pino and the ruling Motions, the Melbourne City Ska Collective, Bustamento, Area7, and the Resignators.
PMTC_Wiki__24471_bn___01902315n.html_34	63936	play-11 ~ :ARG1 ~ record-01 | play-11 ~ :ARG0 ~ they	"Talking machine"" was the comprehensive generic term, but from about 1902 on, the general public was increasingly applying the word ""phonograph"" indiscriminately to both cylinder and disc machines and to the records they played."
PMTC_Wiki__28138977_bn___02177123n.html_36	64968	"play-11 ~ :ARG0 ~ and | play-11 ~ :ARG1 ~ and | play-11 ~ :ARG2 ~ ""Siouxsie_and_the_Banshees"" | play-11 ~ :time ~ slash"	In May/June 2010, Chris Appleton and Martin McNee played lead guitar/backing vocals and drums respectively in the UK Baddasses band which was formed to back former AC/DC singer Dave Evans during his UK Tour.
PMTC_Wiki__31391023_bn___02492010n.html_28	83482	"play-11 ~ :ARG0 ~ ""Simone_Mantia"" | play-11 ~ :ARG1 ~ solo-01"	His recorded legacy extends even to YouTube where a recording of Mantia playing a euphonium solo titled Priscilla, which Simone Mantia wrote and dedicated to Sousa's daughter of the same name, can be heard.
PMTC_Wiki__11839324_bn___00319953n.html_5	90069	play-11 ~ :ARG0 ~ person | play-11 ~ :manner ~ individual | play-11 ~ :instrument ~ narrative	The video features each band member individually playing, with a mostly black-and-white nonlinear narrative revolving around a political candidate who is assassinated, and the massive amount of anarchy and riots caused by the event.
Meetups__588894_bn___03411453n.html_4	142241	play-11 ~ :ARG0 ~ he | play-11 ~ :ARG2 ~ violin	He originally learned to play the violin, but took up the bass while at Tennessee State University, performing with the Tennessee State Collegians from 1936 to 1937, and during the vacations with Fate Marable.
PMTC_Wiki__12563141_bn___00423806n.html_95	69861	play-11 ~ :ARG0 ~ band | play-11 ~ :location ~ pub	The Allniters were a ska band, starting off playing in inner city pubs in 1980, with their first gig at the Sussex Hotel, at the time, the centre of the 1980s Mod revival.
Child__LouisSpohrsAutobiography_djvu.txt_1_723	143269	play-11 ~ :ARG0 ~ i | play-11 ~ :time ~ latter | play-11 ~ :location ~ party	On the other hand I have latterly played more frequently at private parties, and seen with pleasure that my com- positions, upon every repetition, have been received with greater enthusiasm, especially by musicians.
Child__LouisSpohrsAutobiography_djvu.txt_1_845	143383	"play-11 ~ :ARG0 ~ he | play-11 ~ :ARG1 ~ concerto | play-11 ~ :time ~ ""Alexisbad"" | play-11 ~ :ord ~ ordinal-entity"	He also urgently pressed me to write a new clarinet concerto for him, and pro- mised if he received it sufficiently early, to play it for the first time at the Alexisbad concert.
http://www.jstor.org/stable/j.ctt1xp3n3v.17_319	11852	play-11 ~ :ARG1 ~ melody	Another characteristic feature of the mountain banjo style is a system of changing the tuning to achieve different keys without moving the hand from the first position, and to play specific melodies.
PMTC_Wiki__35416102_bn___02886822n.html_7	69994	play-11 ~ :ARG0 ~ person	Having only a single taiko drum and not enough money to purchase new authentic drums for the other players, the members of Kinnara began experimenting with inexpensive versions for their own drums.
Child__LouisSpohrsAutobiography_djvu.txt_1_72	142681	play-11 ~ :ARG0 ~ i | play-11 ~ :ARG1 ~ symphony | play-11 ~ :time ~ concert	I first wrote a symphony (the second D flat, Op. 49) and played it for the first time at one of the Philharmonic concerts, which I had to conduct, April 10. 1820.
http://www.jstor.org/stable/3382491_129	10917	play-11 ~ :ARG1 ~ part | play-11 ~ :ARG0 ~ music | play-11 ~ :time ~ war	We have all felt that the stage has been set for big things in music as a result of the unique and wonderful part which music played in the great war.
PMTC_Wiki__38330446_bn___16990930n.html_13	62330	"play-11 ~ :ARG0 ~ group | play-11 ~ :ARG1 ~ show-04 | play-11 ~ :time ~ ""Columns_III"" | play-11 ~ :location ~ ""Eyedrum"""	On June 29, 2008 the group played their last show under the name Rising Appalachia during Concrete Pandemonium III at the Eyedrum Art Gallery in Atlanta before it was changed to
PMTC_Wiki__14535826_bn___00661595n.html_6	62740	"play-11 ~ :ARG0 ~ ""Joel_Cummins"" | play-11 ~ :ARG1 ~ guitar"	Initially the group started out as an experiment to bring songwriter Joel Morales' songs from four-track to live band with brother Kevin Morales on drums and Joel playing guitar and singing.
PMTC_Wiki__14535826_bn___00661595n.html_19	62753	play-11 ~ :ARG0 ~ band | play-11 ~ :ARG1 ~ show | play-11 ~ :location ~ venue | play-11 ~ :time ~ time	Over the course of a few emails the band was encouraged to come to the Central Valley to play a show at a venue called The Mustang some time in 2002.
PMTC_Wiki__7463769_bn___03617210n.html_26	70438	"play-11 ~ :ARG0 ~ ""Ding_Wu"" | play-11 ~ :ARG1 ~ guitar"	"Having heard that Ding played guitar, Liu searched all over Beijing on a borrowed bicycle until Old Five"") tracked down the latter teaching basic art at Beijing's No. 132 Secondary School."
Child__LouisSpohrsAutobiography_djvu.txt_1_766	143310	play-11 ~ :ARG0 ~ person | play-11 ~ :ARG1 ~ violin	The manner in which he executed it reminded me somewhat of the style of the elder one, and satisfied me that they are the purest players of all the Parisian violinists.
http://www.jstor.org/stable/44064800_119	11532	play-11 ~ :ARG0 ~ person	The full organ throws no more strain on the player's fingers than does one soft stop, and a touch as light and del- icate as piano action is the result.
http://www.jstor.org/stable/j.ctt13wwv9j.7_2	48343	play-11 ~ :ARG1 ~ music | play-11 ~ :location ~ around	The way they listened to Aboriginal music being sung and played around them crystallised perceptions held about Aboriginal people and how Aboriginal people might be located in the Australian landscape.
PMTC_Wiki__21855821_bn___01479045n.html_22	61863	play-11 ~ :ARG0 ~ band | play-11 ~ :ARG1 ~ material | play-11 ~ :time ~ tour-01	According to Arvizu, the band had planned to play new material on tour, but abandoned the idea due to the amount of material that had emerged during the recording sessions.
PMTC_Wiki__15456306_bn___00947097n.html_15	64683	"play-11 ~ :ARG0 ~ 'Jason_""J""_Brown' | play-11 ~ :ARG1 ~ drum"	"The current lineup includes Adam Stanford on Guitar and Vocals, Adam ""Viggy"" Vygus on lead Vocals and Guitar, Zach Phelps on Bass and backup vocals, & Jay Brown on drums."
PMTC_Wiki__948695_bn___03844959n.html_237	66575	"play-11 ~ :ARG0 ~ ""Beeb_Birtles"" | play-11 ~ :ARG1 ~ bass | play-11 ~ :ARG2 ~ ""Zoot_(band)"" | play-11 ~ :time ~ prior"	The Twilights and singer-guitarists Beeb Birtles and Graeham Goble had been the core members of Mississippi; prior to that, Birtles had played bass in chart-topping Australian 1960s pop group Zoot
PMTC_Wiki__3665940_bn___03027231n.html_73	81301	play-11 ~ :ARG0 ~ ensemble	"Music Week gave Change Giver a four out of five rating, and stated that Change Giver comprised ""tight ensemble playing and a soul-tinged, mod-pop cool that is built to last."
Meetups__164426_bn___00881718n.html_56	142214	play-11 ~ :ARG0 ~ group	In 2007 Burton was inducted into the Musicians Hall of Fame and Museum in Nashville, TN as a member of the L.A. session player group known as The Wrecking Crew.
Child__LouisSpohrsAutobiography_djvu.txt_1_536	143095	play-11 ~ :ARG0 ~ they | play-11 ~ :ARG1 ~ quintet	I had the pleasure of hearing them play two of those quintets, but shall reserve to myself all detailed observations thereon till I shall have heard some more of them.
http://www.jstor.org/stable/j.ctt13wwv9j.7_351	48643	play-11 ~ :ARG1 ~ section | play-11 ~ :ARG0 ~ orchestra	In the sections played by string orchestra, representing the land, the melody is clearly recognisable, while in the string trio, representing European settlement, the transcribed melody is more opaque.
PMTC_Wiki__2104415_bn___01382957n.html_62	67788	play-11 ~ :ARG0 ~ thing | play-11 ~ :ARG1 ~ disc	In the United Kingdom, 3-inch CDs were made mostly in a small square case/cover form only, some including a 5-inch CD adapter to use in normal compact disc players.
PMTC_Wiki__20275141_bn___01650893n.html_40	75631	"play-11 ~ :ARG0 ~ ""Aira_Mitsuki"" | play-11 ~ :ARG1 ~ and | play-11 ~ :time ~ career"	While Aira is mostly a vocalist, Aira Mitsuki (アイラミツキ) has incorporated instruments into many of her live performances, playing drums, various synthesizers, drum machines and samplers across her career.
PMTC_Wiki__19537269_bn___01224873n.html_3	81466	play-11 ~ :ARG0 ~ person | play-11 ~ :ARG2 ~ harpsichord	As harpsichord player, arranger and conductor of the award-winning ensemble Quadriga Consort Nikolaus Newerkla has performed extensively throughout Europe and the United States with concerts at major music festivals.
PMTC_Wiki__22098564_bn___14281770n.html_16	86884	"play-11 ~ :time ~ sign-off-05 | play-11 ~ :ARG1 ~ ""Seven_Steps_to_Heaven_(composition)"""	The show's only sound effect came during the closing minute, where the jazz song On the Seventh Day by the Marriott Jazz Quintet played as the hosts signed off.
PMTC_Wiki__16901088_bn___00930101n.html_16	87538	play-11 ~ :ARG0 ~ they | play-11 ~ :ARG1 ~ gig | play-11 ~ :time ~ after | play-11 ~ :location ~ across	After Cavestomp they played a number of gigs across the city and traveled to New Jersey where they recorded a live radio session for Joe Belocks show on WFMU.
PMTC_Wiki__21855821_bn___01479045n.html_28	61869	play-11 ~ :ARG0 ~ band | play-11 ~ :ARG1 ~ material | play-11 ~ :manner ~ live	"Vocalist Jonathan Davis presented the demos to the rest of the band, who played the material live, to ""add their own flavor to the songs"", according to Davis."
PMTC_Wiki__24471_bn___01902315n.html_163	64060	play-11 ~ :ARG1 ~ phonautogram | play-11 ~ :time ~ until	The 1860 phonautogram had not until then been played, as The 1860 phonautogram was only a transcription of sound waves into graphic form on paper for visual study.
PMTC_Wiki__24471_bn___01902315n.html_383	64280	play-11 ~ :ARG1 ~ record	The cartridge's position is usually regulated by an electronic servomechanism or mechanical interface, moving the stylus properly over the groove as the record plays, or for song selection.
PMTC_Wiki__733527_bn___03601251n.html_3	65206	"play-11 ~ :ARG0 ~ band | play-11 ~ :accompanier ~ orchestra | play-11 ~ :location ~ ""Palacio_de_Deportes_de_la_Comunidad_de_Madrid"""	On the 26th of October, 2018, the band played a special concert to celebrate their 30th anniversary, playing with a symphony orchestra at the WiZink Center in Madrid.
PMTC_Wiki__8360502_bn___03716366n.html_48	65332	play-11 ~ :ARG1 ~ song | play-11 ~ :medium ~ air	While celebrating the perseverance of the city itself, the revised song was released as a single (The Sidewalks of New York 2011), receiving strong airplay and favorable reviews.
PMTC_Wiki__2108857_bn___01387178n.html_2	65977	"play-11 ~ :ARG0 ~ ""Clive_Burr"" | play-11 ~ :ARG1 ~ drum"	After a period in several obscure bands, Samson formed his own eponymous outfit, Samson, in 1977, consisting of Chris Aylmer on bass guitar, and Clive Burr on drums.
PMTC_Wiki__28203968_bn___02184373n.html_24	66106	play-11 ~ :ARG1 ~ drum | play-11 ~ :instrument ~ rhythm	The drums are made in different sizes and played using interlocking rhythms, which create a driving beat that's difficult to resist as the band marches through the streets.
PMTC_Wiki__948695_bn___03844959n.html_328	66664	"play-11 ~ :ARG0 ~ ""Nekropsi"" | play-11 ~ :time ~ controversy | play-11 ~ :medium ~ ""Peter_Couchman"""	In 1991, the band Necrotomy played live on the Peter Couchman talk show special Couchman on Heavy Metal during a period of media controversy about Heavy Metal music.
PMTC_Wiki__9497127_bn___15760076n.html_103	68881	"play-11 ~ :ARG0 ~ ""Andy_Bernal"" | play-11 ~ :ARG1 ~ bass"	In February 2020, AFL team West Coast Eagles revealed a revamped official club song, which was produced by bass player Ian Berney and sung by vocalist Ian Kenny.
PMTC_Wiki__172431_bn___02268631n.html_17	71703	play-11 ~ :ARG1 ~ song | play-11 ~ :ARG0 ~ band | play-11 ~ :ARG2 ~ song	That same year, the band moved to Harrisburg, Pennsylvania, where the band performed at local Pennsylvania bars & nightclubs under the name Reel Too Real, playing cover songs.
PMTC_Wiki__3760999_bn___03089376n.html_9	88896	play-11 ~ :ARG0 ~ person | play-11 ~ :ARG2 ~ mandolin	"Vocalist, fiddler, and mandolin player Shawn Lane joined the group as a founding member after cutting ""his musical teeth"" in the bands of Ricky Skaggs and Doyle Lawson."
PMTC_Wiki__6634052_bn___03511819n.html_43	89728	"play-11 ~ :time ~ cover-01 | play-11 ~ :ARG0 ~ ""Dariusz_Dudka"" | play-11 ~ :ARG1 ~ solo"	The album contains 11 premiere original songs and a cover of the band Śmierć Kliniczna, in which the author of the song Dariusz Dusza played a guest solo.
PMTC_Wiki__4684124_bn___03236522n.html_1	90035	play-11 ~ :ARG0 ~ musician | play-11 ~ :ARG1 ~ music	Lovex started officially in 2001–2002, when several musicians who had previously played in other bands, decided to start their own band to play rock music and have fun.
TheMusicalTimes__1873-366.txt_1840	107922	play-11 ~ :ARG1 ~ it | play-11 ~ :time ~ occasion-02	when played, on two occasions, at the composer’s concerts ; can conscientiously affirm that a closer knowledge of it Shan can possibly be gained by a public performance
http://www.jstor.org/stable/738068_97	93	play-11 ~ :ARG0 ~ person | play-11 ~ :ARG2 ~ piano	I have also known a number of other persons who play the piano who have told me that visualizing the printed notes was their mainstay in memorizing.
http://www.jstor.org/stable/738068_110	106	play-11 ~ :ARG1 ~ note	In fast passage playing for example, it is quite impossible to say over, even to think over, all the notes with perfect accuracy at the proper tempo.
http://www.jstor.org/stable/658525_32	12973	play-11 ~ :ARG0 ~ person	The tunes are varied by the amount of opening between the player's body and the gourd and by moving the gourd over different parts of the stomach.
PMTC_Wiki__2381251_bn___01707703n.html_17	65103	play-11 ~ :ARG0 ~ person	In 2009 Martin returned to the Beatles' catalogue with The Beatles: Rock Band, a video game that allows players to simulate performing Beatles songs with plastic instruments.
PMTC_Wiki__35416102_bn___02886822n.html_1	69988	play-11 ~ :ARG0 ~ they | play-11 ~ :ARG2 ~ taiko	They began playing taiko in 1969 when a few third-generation Japanese Americans gathered after an Obon festival and had an impromptu experimental session on an odaiko drum.
PMTC_Wiki__7463769_bn___03617210n.html_77	70487	"play-11 ~ :ARG0 ~ ""Liǔ"""	As time went on, Liu's playing became increasingly influenced by Chinese folk styles, which can be heard in both Tang Dynasty's music and his own solo compositions.
PMTC_Wiki__10736590_bn___02823426n.html_112	70812	"play-11 ~ :ARG0 ~ ""Majke"" | play-11 ~ :location ~ and | play-11 ~ :mod ~ also"	Električni Orgazam was also one of the first Serbian bands to perform in Ljubljana, with the band Majke from Vinkovci, also playing in Maribor, Koper and Hum.
PMTC_Wiki__40566326_bn___14311532n.html_11	83222	play-11 ~ :ARG0 ~ he | play-11 ~ :ARG1 ~ bass | play-11 ~ :time ~ session	"In September 1952, he played stand-up acoustic bass on Hank Williams' last recording sessions, which produced three no.1 country music singles - ""Your Cheatin' Heart,"" ""Kaw-Liga"" and"
PMTC_Wiki__969138_bn___03867897n.html_41	91236	"play-11 ~ :ARG1 ~ thing | play-11 ~ :ARG2 ~ ""Cheng_Xiaonong"" | play-11 ~ :purpose ~ speed-up-02"	Fans could also read personal blogs and comments from the Cheng family, and record a message that would be played to Cheng to further speed his recovery.
PMTC_Wiki__66788_bn___16740406n.html_166	93659	play-11 ~ :ARG0 ~ person | play-11 ~ :ARG1 ~ bass	"In April of that year, Glen Tilbrook while discussing an upcoming scheduled gig mentioned that it would be the ""very first gig with our new bass player!"
PMTC_Wiki__379169_bn___03094281n.html_15	75985	"play-11 ~ :ARG0 ~ ""KHJ_(AM)"" | play-11 ~ :ARG1 ~ record"	Additionally, local Los Angeles Top 40 radio stations, particularly KHJ Radio, which had previously refused to play the band's records, began sponsoring the Doors' live performances.
PMTC_Wiki__379169_bn___03094281n.html_52	76018	"play-11 ~ :ARG0 ~ ""Curtis_Amy"" | play-11 ~ :ARG1 ~ jazzophone"	The band brought in the saxophone player Curtis Amy to perform a solo instrumental on the song, which was influenced by the works of John Coltrane.
PMTC_Wiki__317555_bn___02531438n.html_38	83581	play-11 ~ :ARG1 ~ section | play-11 ~ :path ~ through	This became an issue with the group's way of composing and recording, as each section of a track was played through and discussed section by section.
DwightSJournalOfMusic__1873-016.txt_390	97731	"play-11 ~ :ARG0 ~ ""Franz_Liszt"" | play-11 ~ :ARG1 ~ piece | play-11 ~ :manner ~ and"	Franz Liszt played this piece once with such mighty power and passion, such eloquence and truth, as I never heard before, probably never shall hear again.
Meetups__1572373_bn___00798617n.html_45	141621	"play-11 ~ :ARG0 ~ ""Eric_Erlandson"" | play-11 ~ :accompanier ~ band"	Throughout random times from 2009–2014, Erlandsson has been unable to play with the band due to commitments with his other bands most notably At The Gates.
http://www.jstor.org/stable/310348_2087	38605	play-11 ~ :ARG1 ~ thing	His intimate knowledge of the works of Aristophanes and Euripides, - plays as well as fragments - is shown on every page of the Apology.
PMTC_Wiki__2104415_bn___01382957n.html_40	67766	play-11 ~ :ARG0 ~ thing | play-11 ~ :ARG1 ~ disc	They are manufactured using the same methods as standard full-size CDs, and can be played in most standard audio CD players and CD-ROM disc drives.
PMTC_Wiki__4755987_bn___03247208n.html_7	68145	play-11 ~ :ARG0 ~ person | play-11 ~ :mod ~ session	However, he was best known as a session player and worked with a number of well-known musicians including Elvis Presley, Bob Dylan, and Neil Young.
PMTC_Wiki__957667_bn___16127039n.html_24	80014	play-11 ~ :ARG1 ~ song | play-11 ~ :ARG0 ~ band | play-11 ~ :time ~ -	"Don't Take Me for Granted"" was the only known unreleased song that the band played at the When the Angels Sing benefit concert in 2000."
PMTC_Wiki__66788_bn___16740406n.html_44	93544	play-11 ~ :ARG0 ~ squeeze-01 | play-11 ~ :ARG1 ~ gig | play-11 ~ :time ~ date-entity	Squeeze re-formed to play a one night charity gig in 1985, with all five members from the 1980 Argybargy period—Difford, Tilbrook, Holland, Lavis, and Bentley.
TheQuarterlyMusicalMagazineAndReview__1828-037.txt_1478	119849	play-11 ~ :ARG1 ~ thing	Naples ‘possesses five great “theatres, where operas and plays a are performed, and two smaller unes, where farces are given for the amusement ofthe people.
Meetups__153557_bn___01534635n.html_350	141286	"play-11 ~ :ARG0 ~ ""Donald_Trump"" | play-11 ~ :ARG1 ~ ""In_the_Air_Tonight"" | play-11 ~ :location ~ rally-01"	"In October 2020, Collins issued a cease and desist order to Donald Trump and his campaign for playing ""In the Air Tonight"" at a rally."
Meetups__1572373_bn___00798617n.html_46	141622	"play-11 ~ :ARG0 ~ ""Adrian_Erlandsson"" | play-11 ~ :ARG1 ~ drum | play-11 ~ :ARG2 ~ ""Paradise_Lost_(band)"" | play-11 ~ :time ~ no-longer"	On 14 June 2016 Adrian announced on his Facebook page that Erlandsson will no longer play drums for Paradise Lost due to other band commitments.
Child__LouisSpohrsAutobiography_djvu.txt_1_185	142785	play-11 ~ :ARG0 ~ i | play-11 ~ :ARG1 ~ solo | play-11 ~ :time ~ concert	Among those who solicited me to play solo at their concerts was Sir George Smart , one of the directors of the Philhar- monic Society.
Child__mymusicallife00haweuoft_djvu.txt_1_999	150240	"play-11 ~ :ARG0 ~ ""Franz_Liszt"" | play-11 ~ :ARG1 ~ piece | play-11 ~ :time ~ then"	I have heard him play upon two occasions only, then LISZT played certain pieces of CHOPIN at my request and a new composition by himself.
http://www.jstor.org/stable/j.ctt4cgqbh.8_151	3876	play-11 ~ :ARG0 ~ i | play-11 ~ :ARG1 ~ song	Then I play a song from my past and explain how analyzing my attraction to a song helped me understand some part of myself.
http://www.jstor.org/stable/10.1163/j.ctt1w76trp.12_341	61086	"play-11 ~ :ARG1 ~ music | play-11 ~ :location ~ ""Netherlands"""	in the remainder of this essay i will discuss how my encounters with Uking sukri inspired the playing of Cianjuran music in the Netherlands.
PMTC_Wiki__14535826_bn___00661595n.html_1	62735	"play-11 ~ :ARG0 ~ ""John_Paul_Jones_(musician)"" | play-11 ~ :ARG2 ~ bassist"	The band consists of singer-songwriter Joel Morales, keyboard players James Cabeza de Vaca and Edwin Kampwirth, bassist John Paul Caballero, and drummer Patrick Butterworth.
PMTC_Wiki__1100238_bn___00221102n.html_28	75159	play-11 ~ :ARG0 ~ he | play-11 ~ :ARG1 ~ music | play-11 ~ :accompanier ~ and	He had recently spent time visiting and playing music with two of his Alice Cooper bandmates and longtime friends, Michael Bruce and Neal Smith.
